edad,prefiere_tipo,nivel_actividad,vive_en_departamento,acompañante,tiempo_libre,ingresos_mensuales,adopta
44,gato,alto,1,amigo,5.5,1787.0,1
34,gato,bajo,1,familia,3.0,1848.0,1
29,perro,alto,1,solo,2.0,1780.0,1
39,perro,medio,0,solo,2.4,2162.0,1
34,gato,bajo,1,familia,0.7,1473.0,1
27,ambos,alto,0,amigo,4.6,3033.0,1
18,perro,medio,0,solo,4.6,967.0,1
39,ambos,bajo,1,solo,2.0,,0
43,gato,medio,1,solo,2.8,2449.0,1
35,ambos,bajo,1,solo,3.1,1468.0,1
31,ambos,alto,1,solo,2.0,1283.0,1
64,gato,medio,1,familia,1.2,2712.0,1
46,gato,alto,0,familia,2.8,1306.0,0
29,ambos,bajo,1,solo,2.7,1575.0,0
53,perro,medio,0,amigo,2.6,2621.0,0
52,perro,medio,0,familia,3.2,2024.0,1
29,perro,medio,1,solo,4.4,742.0,1
24,ambos,medio,1,solo,2.7,3223.0,1
46,ambos,alto,1,amigo,3.2,1629.0,1
28,perro,alto,1,familia,3.7,1718.0,1
50,gato,alto,0,solo,3.6,2179.0,1
23,gato,alto,0,familia,2.4,2438.0,1
64,perro,alto,1,solo,3.1,,1
32,ambos,medio,0,solo,3.5,838.0,1
49,perro,alto,0,solo,1.9,2578.0,1
28,perro,medio,1,solo,4.3,2520.0,1
40,gato,medio,0,familia,4.4,1904.0,0
43,ambos,medio,0,familia,2.3,2551.0,0
51,perro,medio,1,solo,3.2,2654.0,1
63,gato,bajo,1,familia,3.6,1033.0,1
51,gato,alto,1,familia,2.5,3225.0,1
46,perro,medio,1,solo,3.5,909.0,1
21,perro,bajo,1,amigo,3.2,1205.0,1
34,gato,medio,1,solo,1.5,1817.0,1
52,perro,bajo,1,amigo,3.5,3347.0,1
30,ambos,bajo,0,solo,1.9,1784.0,1
58,ambos,bajo,0,amigo,3.9,1978.0,1
56,ambos,medio,1,solo,2.3,3002.0,0
32,perro,medio,1,familia,2.8,1790.0,0
46,ambos,alto,1,familia,4.4,1175.0,1
46,gato,alto,1,solo,3.5,1708.0,1
28,perro,medio,1,solo,1.9,2960.0,1
49,perro,medio,1,solo,2.0,2050.0,0
19,perro,medio,1,amigo,2.4,3351.0,0
64,gato,alto,0,solo,3.4,2517.0,1
31,gato,bajo,1,amigo,3.4,1549.0,1
37,perro,bajo,0,solo,2.2,2036.0,0
39,gato,alto,1,solo,1.8,1403.0,1
28,perro,medio,1,solo,3.3,,1
44,gato,bajo,1,solo,2.8,5135.0,1
20,perro,bajo,1,familia,5.2,2713.0,1
34,ambos,alto,1,familia,3.0,2603.0,1
61,ambos,alto,0,solo,4.8,1564.0,1
45,gato,alto,0,amigo,1.8,3099.0,1
46,perro,medio,1,solo,1.4,2770.0,0
38,perro,medio,1,amigo,1.9,3317.0,0
64,ambos,alto,1,solo,4.2,,1
33,perro,alto,0,amigo,4.8,965.0,1
54,perro,bajo,1,familia,2.2,1223.0,0
37,perro,alto,1,solo,2.5,1297.0,1
23,gato,bajo,1,familia,1.8,1339.0,1
36,gato,bajo,1,solo,1.2,2226.0,1
22,ambos,medio,1,solo,3.7,1603.0,1
20,perro,medio,1,solo,3.2,,1
18,perro,alto,1,solo,3.0,3333.0,1
55,ambos,bajo,1,solo,1.6,1995.0,0
32,ambos,medio,0,solo,4.6,3369.0,1
51,perro,alto,1,solo,2.5,3042.0,1
52,gato,alto,0,solo,3.5,1685.0,1
42,perro,bajo,0,amigo,1.5,594.0,0
41,ambos,medio,1,familia,2.8,,1
29,perro,medio,0,solo,3.3,1549.0,1
35,ambos,bajo,1,solo,3.3,2145.0,1
32,gato,alto,1,solo,3.2,2062.0,1
61,gato,alto,1,familia,3.5,2044.0,1
33,perro,bajo,1,amigo,1.9,2367.0,0
44,gato,bajo,0,solo,3.2,1151.0,1
25,gato,bajo,1,solo,3.1,2288.0,1
63,perro,alto,0,solo,3.2,,1
42,gato,bajo,1,solo,3.1,2140.0,1
34,ambos,medio,1,familia,1.7,2670.0,1
46,gato,medio,0,familia,1.7,1143.0,0
25,ambos,medio,1,solo,0.8,1803.0,0
32,perro,bajo,1,amigo,3.8,1917.0,1
44,gato,bajo,1,solo,3.8,1640.0,1
63,perro,alto,1,solo,3.8,,1
24,gato,alto,0,familia,3.3,1496.0,1
20,ambos,alto,1,amigo,0.9,1611.0,1
46,gato,bajo,1,solo,2.0,1503.0,1
61,perro,medio,1,solo,3.2,2764.0,1
41,perro,medio,0,familia,3.1,1655.0,1
20,gato,bajo,1,amigo,2.8,2322.0,1
37,gato,alto,0,solo,3.4,3383.0,1
63,ambos,medio,0,solo,3.0,1948.0,1
32,ambos,bajo,1,solo,3.1,2778.0,1
42,gato,alto,1,familia,2.4,3170.0,1
47,perro,alto,1,amigo,4.0,2719.0,1
31,perro,bajo,1,solo,2.6,1988.0,1
24,perro,medio,1,amigo,1.7,2449.0,0
34,perro,medio,0,familia,2.2,1099.0,0
61,gato,medio,1,solo,2.7,1454.0,1
37,gato,bajo,0,solo,4.0,1577.0,0
53,gato,medio,1,amigo,3.0,3568.0,1
26,perro,alto,0,amigo,2.8,1431.0,0
55,perro,medio,0,familia,1.8,1421.0,0
39,perro,bajo,1,familia,3.8,1269.0,1
19,perro,medio,0,solo,2.3,2392.0,0
41,ambos,medio,0,solo,2.9,2100.0,1
25,perro,alto,1,familia,4.5,,1
28,gato,medio,0,solo,3.5,2470.0,0
30,perro,bajo,0,amigo,1.4,,1
34,ambos,bajo,0,amigo,1.2,1435.0,0
25,gato,alto,1,amigo,2.9,2956.0,1
38,perro,bajo,1,solo,1.8,1858.0,0
35,gato,alto,1,familia,3.6,2831.0,1
47,ambos,bajo,1,familia,3.0,1895.0,1
35,ambos,medio,0,amigo,3.2,1323.0,1
63,perro,medio,1,solo,2.3,1788.0,0
64,ambos,alto,0,solo,4.7,1322.0,1
48,ambos,alto,1,solo,5.8,1604.0,1
55,ambos,bajo,1,solo,2.7,2141.0,0
49,gato,medio,1,solo,3.4,2358.0,1
28,gato,bajo,0,familia,3.1,887.0,0
62,gato,medio,0,familia,2.7,1988.0,1
42,ambos,medio,1,amigo,2.2,1589.0,0
50,gato,alto,0,amigo,1.9,1546.0,1
55,gato,alto,1,solo,1.9,2093.0,1
58,gato,medio,1,familia,3.4,,1
25,ambos,medio,1,solo,2.5,2967.0,1
28,ambos,alto,0,solo,0.4,2832.0,1
39,perro,alto,1,solo,3.4,2827.0,1
41,ambos,bajo,1,familia,3.0,,1
58,gato,medio,1,familia,4.3,1326.0,1
34,ambos,medio,0,solo,3.4,2057.0,1
29,gato,bajo,0,familia,1.5,1895.0,0
63,perro,bajo,0,solo,0.8,1574.0,0
49,ambos,bajo,0,solo,2.3,1177.0,0
32,perro,medio,1,familia,2.4,1971.0,1
33,ambos,bajo,1,familia,3.9,1717.0,1
39,gato,bajo,0,amigo,3.0,2482.0,0
45,gato,bajo,1,amigo,4.1,2466.0,1
37,perro,alto,0,familia,1.7,,0
50,gato,alto,0,familia,4.0,1118.0,1
27,perro,medio,0,familia,3.7,2281.0,1
57,perro,medio,0,amigo,1.0,1491.0,1
49,perro,alto,1,familia,4.3,1146.0,1
50,perro,bajo,0,familia,3.1,1700.0,1
19,ambos,bajo,1,solo,3.4,2748.0,1
50,ambos,bajo,1,familia,2.1,1739.0,0
50,perro,bajo,1,solo,4.3,3096.0,1
58,ambos,medio,0,solo,1.8,,1
30,perro,alto,0,amigo,3.8,1724.0,1
47,gato,medio,0,solo,3.8,2812.0,0
50,ambos,medio,1,amigo,2.0,2312.0,1
30,ambos,alto,0,familia,5.0,1347.0,1
43,gato,bajo,1,solo,3.2,3301.0,1
39,ambos,bajo,1,solo,3.7,,1
56,perro,medio,1,familia,1.5,2013.0,0
19,ambos,medio,1,solo,5.1,1401.0,1
55,perro,bajo,0,solo,1.8,2826.0,0
56,gato,medio,1,solo,4.0,2362.0,1
43,gato,medio,1,amigo,2.0,2440.0,1
63,gato,medio,1,amigo,2.4,1645.0,1
32,perro,medio,1,familia,3.8,2584.0,1
51,ambos,medio,1,solo,4.0,2638.0,1
59,perro,bajo,0,familia,1.7,,0
61,gato,medio,0,amigo,4.1,1008.0,0
57,perro,bajo,0,solo,4.0,2407.0,1
28,perro,alto,0,amigo,2.1,899.0,0
20,gato,medio,0,familia,4.6,2106.0,1
23,gato,medio,1,amigo,1.5,1687.0,1
26,perro,alto,1,solo,2.4,2853.0,1
23,perro,medio,1,solo,3.5,1725.0,1
26,gato,medio,1,solo,2.1,,1
56,ambos,alto,1,solo,3.3,1640.0,1
48,ambos,alto,0,amigo,3.2,2700.0,1
49,perro,medio,0,solo,2.8,3442.0,1
58,perro,bajo,1,familia,3.8,1252.0,1
29,perro,medio,0,solo,2.8,2204.0,0
25,perro,alto,0,solo,3.2,3924.0,1
25,gato,bajo,0,amigo,4.1,2047.0,0
45,gato,bajo,0,solo,3.8,2043.0,0
37,perro,alto,1,familia,3.8,2552.0,1
64,perro,bajo,1,solo,1.9,,0
24,perro,alto,1,solo,3.5,805.0,1
28,ambos,medio,1,familia,2.1,,1
37,ambos,medio,0,amigo,1.7,598.0,0
33,perro,bajo,0,solo,2.9,,0
21,perro,alto,0,solo,2.1,2845.0,1
23,ambos,medio,0,familia,3.8,1750.0,1
39,ambos,medio,1,familia,3.8,1514.0,1
43,gato,medio,1,familia,1.1,2615.0,1
20,perro,alto,1,solo,2.2,1404.0,0
58,perro,alto,0,familia,1.5,1144.0,0
59,gato,medio,1,solo,2.5,2192.0,1
31,perro,medio,1,solo,3.5,1872.0,1
28,perro,alto,1,familia,2.8,1129.0,0
35,gato,medio,1,solo,2.4,2446.0,1
29,perro,bajo,1,solo,4.3,2325.0,1
40,ambos,bajo,1,solo,0.7,1748.0,0
29,perro,alto,1,solo,4.2,1796.0,1
30,perro,medio,0,familia,2.5,2329.0,0
42,gato,medio,1,amigo,2.9,2833.0,1
62,perro,medio,0,solo,2.5,1802.0,0
36,ambos,bajo,0,amigo,4.5,2458.0,1
63,gato,medio,1,familia,1.8,2396.0,1
53,perro,bajo,1,familia,3.0,2616.0,1
62,ambos,medio,0,solo,3.5,2028.0,1
25,perro,medio,1,familia,1.4,,0
46,ambos,medio,0,familia,2.1,,0
49,perro,alto,1,solo,2.9,2240.0,1
61,gato,alto,1,solo,2.1,3273.0,1
35,perro,alto,1,solo,2.2,,0
23,gato,bajo,1,familia,2.7,2563.0,1
35,ambos,bajo,0,solo,3.6,1770.0,1
36,ambos,medio,1,amigo,2.7,2077.0,1
39,perro,alto,0,solo,4.1,3061.0,1
54,perro,alto,1,familia,2.0,2535.0,1
49,ambos,alto,1,solo,1.7,1131.0,0
58,ambos,medio,1,familia,4.9,1599.0,1
20,perro,medio,0,familia,2.3,2879.0,1
45,gato,medio,0,solo,1.7,2099.0,0
27,perro,bajo,0,solo,1.3,,0
52,ambos,bajo,1,solo,4.1,1427.0,1
46,perro,alto,1,familia,2.7,2492.0,1
32,perro,bajo,0,amigo,2.7,2696.0,0
50,ambos,bajo,1,solo,2.8,2012.0,0
24,perro,bajo,1,solo,4.0,3733.0,1
29,gato,alto,0,solo,2.8,2577.0,1
47,gato,medio,1,familia,5.3,1830.0,1
38,perro,medio,1,amigo,3.1,,1
48,perro,alto,1,familia,4.1,1318.0,1
41,gato,medio,0,solo,3.8,2235.0,1
37,perro,medio,0,solo,3.0,1658.0,1
54,gato,bajo,0,familia,2.4,3172.0,0
21,ambos,bajo,0,solo,3.3,3026.0,1
45,ambos,alto,0,familia,3.5,2443.0,1
61,perro,alto,1,solo,2.4,,0
37,perro,medio,1,solo,3.2,1529.0,1
41,perro,medio,1,amigo,4.2,2879.0,1
49,perro,medio,0,familia,5.1,1606.0,1
58,gato,bajo,1,familia,3.9,2785.0,1
53,gato,bajo,1,solo,4.9,2332.0,1
51,perro,bajo,1,solo,2.4,2036.0,1
53,perro,bajo,1,amigo,3.7,1508.0,1
19,perro,alto,1,amigo,4.3,1934.0,1
32,gato,bajo,1,familia,2.1,2133.0,1
51,perro,bajo,0,solo,2.5,2723.0,0
53,gato,medio,1,familia,4.7,1380.0,1
23,perro,alto,0,amigo,2.0,1816.0,1
56,ambos,bajo,0,familia,1.7,2031.0,0
59,ambos,bajo,0,amigo,4.5,2464.0,1
29,perro,medio,0,solo,4.2,1364.0,1
20,perro,alto,0,familia,3.4,1078.0,1
62,gato,medio,0,amigo,3.0,2472.0,0
35,perro,alto,0,familia,2.6,937.0,0
57,gato,alto,1,familia,3.3,2899.0,1
38,ambos,alto,0,amigo,4.6,1891.0,1
32,gato,medio,1,amigo,3.2,917.0,1
50,ambos,medio,0,solo,5.2,1664.0,1
52,perro,bajo,1,solo,2.1,2265.0,0
43,perro,alto,1,solo,3.0,1627.0,1
25,ambos,medio,1,solo,2.6,2014.0,0
53,perro,bajo,1,solo,1.9,2518.0,1
47,gato,medio,0,solo,2.8,1858.0,1
40,perro,bajo,1,solo,3.4,1344.0,1
59,perro,medio,1,solo,3.5,1791.0,1
61,ambos,medio,1,solo,5.2,2990.0,1
31,perro,medio,1,solo,3.5,3180.0,1
31,ambos,alto,0,amigo,4.2,586.0,1
19,ambos,bajo,1,amigo,3.1,2764.0,1
54,ambos,medio,0,solo,4.7,2175.0,1
22,gato,medio,1,amigo,5.4,2647.0,1
55,gato,medio,0,familia,3.5,1615.0,0
62,ambos,alto,1,solo,2.0,762.0,0
58,perro,medio,0,amigo,2.5,2409.0,0
64,gato,medio,0,familia,3.3,1341.0,0
31,gato,bajo,1,familia,3.5,1028.0,1
56,gato,alto,1,solo,3.7,1077.0,1
42,gato,medio,1,amigo,3.5,2421.0,1
37,perro,alto,0,solo,3.0,2098.0,1
19,gato,bajo,0,amigo,2.4,2548.0,0
56,ambos,bajo,1,familia,3.4,2468.0,1
23,perro,medio,1,amigo,4.9,1705.0,1
34,ambos,alto,1,familia,4.0,1951.0,1
42,gato,medio,1,solo,3.5,1642.0,1
45,ambos,alto,1,familia,4.0,1853.0,1
19,gato,medio,1,amigo,2.6,1323.0,1
52,ambos,medio,1,solo,2.5,2273.0,1
54,perro,bajo,1,amigo,2.3,2753.0,1
22,ambos,alto,1,solo,2.9,1428.0,0
18,perro,bajo,1,solo,2.6,2897.0,0
57,ambos,alto,1,familia,4.2,,1
29,ambos,alto,0,solo,2.5,2169.0,1
53,perro,alto,0,familia,2.2,810.0,0
62,perro,medio,0,solo,4.9,,1
40,ambos,medio,1,solo,2.5,2101.0,0
64,perro,alto,0,familia,3.2,2553.0,1
48,ambos,bajo,0,solo,3.5,,1
28,perro,medio,1,amigo,1.9,3169.0,0
27,perro,bajo,1,amigo,4.2,2514.0,1
20,ambos,medio,1,amigo,3.6,,1
31,gato,bajo,1,familia,4.6,2022.0,1
33,ambos,bajo,1,amigo,2.3,3734.0,0
27,perro,medio,1,solo,3.1,1130.0,1
46,gato,medio,1,familia,3.0,2370.0,1
27,gato,medio,1,solo,3.3,1774.0,1
29,gato,bajo,0,amigo,1.5,2495.0,0
47,gato,medio,1,familia,3.1,2887.0,1
58,gato,bajo,0,amigo,1.6,1730.0,0
18,gato,medio,0,familia,3.4,,0
22,perro,medio,1,amigo,0.9,3555.0,1
37,ambos,medio,0,familia,1.1,2046.0,0
25,perro,alto,1,familia,3.8,,1
60,gato,medio,1,solo,2.5,1587.0,1
29,perro,alto,1,solo,2.0,2013.0,1
18,gato,medio,1,solo,4.3,1876.0,1
37,ambos,medio,1,familia,3.3,2558.0,1
45,perro,medio,0,solo,3.9,2843.0,1
60,perro,bajo,1,solo,2.8,1923.0,0
54,perro,medio,1,solo,5.7,3074.0,1
64,gato,medio,1,familia,2.4,3071.0,1
54,ambos,medio,1,amigo,4.7,2593.0,1
29,perro,bajo,0,solo,2.9,1639.0,0
54,ambos,bajo,0,solo,1.3,1572.0,0
61,perro,alto,0,solo,3.5,1431.0,1
45,gato,medio,0,solo,3.3,2664.0,1
64,ambos,bajo,1,solo,1.9,1152.0,0
32,perro,medio,1,familia,2.1,2474.0,1
23,gato,medio,0,familia,3.0,1243.0,0
61,perro,alto,1,solo,3.3,2576.0,1
37,perro,bajo,1,solo,0.5,2012.0,0
31,perro,bajo,0,solo,4.1,2934.0,1
19,perro,alto,0,solo,2.5,2799.0,1
26,gato,bajo,1,solo,1.7,3005.0,1
54,gato,bajo,1,solo,3.9,3023.0,1
37,gato,alto,1,solo,3.0,2101.0,1
43,perro,medio,0,familia,4.2,1189.0,1
46,perro,bajo,1,familia,3.4,1263.0,1
18,gato,bajo,0,amigo,3.0,539.0,0
52,ambos,bajo,0,solo,2.8,1241.0,0
23,perro,bajo,1,familia,3.5,2048.0,1
54,ambos,alto,0,familia,2.6,1608.0,1
22,gato,medio,0,solo,2.1,1874.0,0
50,gato,alto,0,solo,3.6,2345.0,1
31,gato,alto,0,amigo,2.9,1787.0,1
29,perro,medio,1,solo,3.0,1215.0,1
59,perro,bajo,1,solo,4.1,1963.0,1
37,gato,medio,0,amigo,2.9,,1
41,perro,alto,0,amigo,3.0,,1
60,ambos,alto,0,solo,2.4,2940.0,1
51,gato,bajo,1,amigo,3.4,1811.0,1
42,perro,medio,0,familia,3.3,3240.0,1
46,ambos,medio,1,solo,3.9,3002.0,1
56,perro,alto,0,amigo,2.4,1594.0,1
48,gato,bajo,0,solo,2.5,1222.0,0
64,gato,medio,1,solo,3.8,1963.0,1
60,ambos,alto,1,amigo,3.3,2807.0,1
40,ambos,medio,0,solo,2.1,1657.0,0
61,gato,medio,1,solo,4.3,2636.0,1
55,gato,bajo,1,solo,1.3,2846.0,1
37,ambos,bajo,1,amigo,3.8,1458.0,1
40,perro,medio,1,familia,1.7,1527.0,0
62,perro,alto,1,solo,4.9,2499.0,1
33,perro,bajo,1,amigo,1.5,2106.0,0
59,perro,medio,0,solo,4.2,1520.0,1
25,gato,medio,1,amigo,2.9,1753.0,1
38,gato,bajo,1,solo,2.6,1951.0,1
18,gato,medio,0,amigo,3.2,905.0,0
25,perro,alto,0,familia,3.6,2536.0,1
46,ambos,alto,0,familia,2.1,1665.0,1
49,perro,medio,1,solo,2.2,51.0,0
55,gato,medio,1,familia,3.6,,1
22,gato,bajo,1,solo,1.3,1481.0,1
64,perro,alto,0,familia,2.4,,0
39,perro,bajo,1,solo,6.0,1590.0,1
64,perro,alto,1,solo,2.0,1232.0,0
51,ambos,bajo,0,solo,4.1,2356.0,1
18,ambos,alto,1,solo,2.4,1538.0,1
43,gato,alto,1,familia,3.5,1454.0,1
60,perro,alto,1,familia,3.7,2357.0,1
27,gato,bajo,1,amigo,4.1,1272.0,1
47,ambos,medio,1,familia,2.8,980.0,1
35,ambos,medio,0,familia,5.0,3208.0,1
34,perro,alto,1,solo,2.4,2406.0,1
43,perro,bajo,0,solo,3.2,1815.0,1
25,ambos,alto,0,solo,3.2,1998.0,1
64,perro,alto,0,solo,1.9,2354.0,1
57,perro,bajo,1,solo,2.7,2681.0,1
29,perro,alto,1,solo,3.2,1471.0,1
44,gato,medio,0,solo,2.6,2256.0,0
25,ambos,medio,0,solo,5.4,1645.0,1
42,ambos,medio,1,familia,2.2,,1
63,gato,medio,1,solo,4.2,2112.0,1
21,gato,alto,1,amigo,3.9,1995.0,1
50,perro,medio,1,amigo,3.0,2515.0,1
18,gato,medio,1,amigo,2.1,2341.0,1
36,perro,medio,0,solo,2.2,944.0,1
48,gato,alto,1,solo,2.5,,1
33,perro,bajo,0,solo,1.2,1741.0,0
31,perro,alto,1,solo,2.0,3280.0,1
22,perro,medio,0,solo,1.5,1404.0,0
58,perro,bajo,1,amigo,4.3,1854.0,1
43,perro,bajo,1,amigo,3.6,1625.0,1
45,perro,medio,1,amigo,3.8,1612.0,1
19,ambos,alto,0,solo,3.6,,1
23,gato,medio,1,solo,3.2,2981.0,1
26,gato,alto,0,familia,4.5,2319.0,1
50,ambos,bajo,0,solo,2.4,1438.0,0
58,ambos,medio,0,familia,3.1,3927.0,1
42,gato,alto,1,familia,3.7,,1
30,ambos,alto,1,solo,1.7,1596.0,1
26,perro,bajo,1,solo,6.1,2988.0,1
30,perro,medio,1,solo,3.0,1672.0,1
48,gato,bajo,1,solo,3.1,3164.0,1
58,gato,medio,1,solo,4.3,1391.0,1
28,gato,alto,0,solo,3.9,3001.0,1
21,perro,alto,0,solo,3.0,2141.0,1
51,perro,bajo,1,amigo,3.1,2904.0,1
55,gato,alto,1,familia,1.5,3331.0,1
63,perro,medio,1,solo,2.4,1207.0,0
21,gato,medio,1,familia,3.5,2893.0,1
55,gato,medio,0,familia,3.4,1014.0,1
36,ambos,medio,0,familia,4.2,1267.0,1
23,ambos,medio,1,familia,2.9,1438.0,1
51,ambos,medio,0,solo,1.6,2353.0,1
35,gato,medio,0,solo,4.1,2023.0,0
30,ambos,bajo,1,amigo,4.4,1883.0,1
58,gato,alto,0,amigo,3.9,2102.0,1
40,perro,medio,1,familia,2.8,2414.0,0
36,perro,bajo,1,familia,4.0,2468.0,1
62,perro,alto,1,amigo,6.4,2766.0,1
28,gato,alto,0,solo,3.1,3274.0,1
18,gato,alto,0,solo,1.7,1985.0,1
41,ambos,medio,1,solo,2.4,1635.0,0
24,perro,bajo,0,amigo,3.6,2429.0,1
42,perro,medio,0,amigo,1.4,1199.0,0
38,ambos,bajo,0,familia,3.2,1525.0,1
32,perro,alto,0,amigo,3.4,2700.0,1
18,gato,bajo,0,familia,4.5,,0
29,gato,bajo,1,amigo,4.3,1154.0,1
24,gato,medio,0,familia,3.9,957.0,0
32,perro,medio,0,solo,0.8,2034.0,0
38,perro,alto,1,familia,3.9,2799.0,1
36,perro,medio,1,amigo,3.7,2790.0,1
46,gato,bajo,0,solo,3.3,2078.0,0
42,gato,bajo,0,solo,1.3,3406.0,1
50,perro,medio,1,familia,2.2,1927.0,0
49,gato,bajo,1,solo,1.8,1903.0,1
52,ambos,medio,1,solo,1.0,203.0,1
61,perro,medio,1,solo,3.0,1687.0,1
55,gato,alto,0,amigo,2.2,2596.0,1
43,gato,alto,1,familia,5.6,3095.0,1
28,perro,alto,0,solo,2.8,1419.0,1
52,perro,alto,1,solo,4.3,2324.0,1
25,gato,bajo,1,familia,1.4,2733.0,1
63,ambos,bajo,1,familia,2.5,2008.0,1
31,ambos,medio,0,familia,3.1,402.0,1
27,gato,alto,0,solo,2.1,2173.0,1
19,ambos,alto,1,solo,2.6,2533.0,1
63,perro,alto,1,solo,2.8,1337.0,1
26,gato,bajo,1,familia,2.8,1822.0,1
20,gato,alto,0,solo,4.9,1191.0,0
38,perro,medio,0,solo,3.4,201.0,1
43,ambos,bajo,1,solo,3.5,2719.0,1
25,gato,medio,0,solo,3.5,1997.0,0
19,perro,bajo,1,familia,3.6,3118.0,1
23,ambos,medio,1,solo,2.9,2600.0,1
45,perro,medio,1,amigo,2.7,,1
46,perro,medio,1,familia,3.2,,1
43,perro,medio,1,solo,4.2,2396.0,1
42,ambos,alto,0,amigo,4.1,2677.0,1
29,ambos,medio,1,familia,2.8,2226.0,0
22,perro,medio,0,familia,3.8,2774.0,1
51,gato,alto,1,solo,2.8,1792.0,1
54,perro,alto,0,solo,3.0,1302.0,1
32,ambos,bajo,1,solo,2.5,1955.0,1
61,gato,medio,0,familia,2.8,2144.0,0
53,gato,bajo,0,familia,4.3,1159.0,0
32,ambos,bajo,1,amigo,3.1,1064.0,1
60,perro,medio,0,solo,3.1,2313.0,1
40,perro,alto,1,solo,1.6,1716.0,1
23,gato,bajo,1,amigo,2.7,1884.0,1
63,ambos,alto,0,solo,2.8,1748.0,1
61,perro,alto,1,familia,2.2,3064.0,1
60,perro,alto,0,solo,3.0,2883.0,1
62,perro,bajo,0,solo,2.6,1134.0,0
38,gato,alto,1,solo,3.1,1627.0,1
40,perro,medio,1,solo,3.1,2595.0,1
60,gato,medio,0,solo,2.0,2421.0,0
33,ambos,bajo,1,solo,2.6,1971.0,0
64,gato,bajo,1,solo,3.1,1204.0,1
32,perro,alto,1,solo,4.2,,1
42,gato,medio,0,solo,3.3,1638.0,0
53,perro,bajo,1,familia,2.3,2194.0,0
28,ambos,bajo,1,solo,3.4,3193.0,1
32,gato,medio,1,amigo,4.7,1519.0,1
21,perro,bajo,1,familia,3.9,1282.0,1
38,gato,alto,1,amigo,3.5,1924.0,1
30,gato,bajo,0,familia,3.7,,1
39,gato,bajo,1,solo,4.4,987.0,1
36,perro,medio,0,familia,4.1,,1
51,ambos,medio,0,familia,3.6,1880.0,1
31,ambos,medio,1,familia,4.1,1486.0,1
21,gato,medio,0,solo,1.9,880.0,0
63,ambos,alto,1,solo,1.5,2495.0,1
44,perro,medio,1,solo,3.2,1880.0,1
46,gato,bajo,0,amigo,3.1,2119.0,0
64,gato,medio,1,familia,2.5,1369.0,1
45,gato,alto,1,solo,3.8,1777.0,1
52,gato,medio,1,amigo,1.1,1659.0,1
25,perro,bajo,1,amigo,2.5,1930.0,0
33,perro,alto,0,solo,2.5,1531.0,1
59,perro,medio,1,familia,1.4,926.0,0
53,perro,medio,1,familia,4.5,3910.0,1
47,ambos,bajo,0,solo,1.6,1046.0,0
35,perro,bajo,1,amigo,2.4,,0
19,perro,medio,1,solo,3.9,760.0,1
30,gato,bajo,0,amigo,3.6,602.0,1
21,gato,medio,0,familia,1.9,2068.0,0
43,ambos,medio,1,familia,3.7,2122.0,1
42,gato,bajo,0,solo,3.3,2883.0,0
47,perro,alto,1,solo,5.3,2280.0,1
28,ambos,alto,0,solo,3.4,1895.0,1
24,gato,alto,1,amigo,2.9,1335.0,1
48,perro,bajo,0,solo,2.1,3049.0,1
61,gato,bajo,0,amigo,2.3,2650.0,1
27,ambos,medio,1,solo,2.2,1128.0,0
56,perro,bajo,1,solo,4.4,,1
30,perro,alto,1,solo,3.0,2101.0,1
48,perro,bajo,1,familia,3.6,1758.0,1
24,perro,medio,0,familia,4.5,,1
59,gato,medio,0,solo,0.6,2582.0,0
59,gato,medio,1,solo,4.3,1867.0,1
53,perro,bajo,1,amigo,3.1,1803.0,1
37,ambos,medio,1,solo,3.4,3049.0,1
21,ambos,bajo,0,amigo,2.2,2653.0,0
24,gato,alto,1,familia,2.2,2051.0,1
18,ambos,bajo,0,amigo,3.5,860.0,1
61,perro,alto,1,amigo,5.4,2241.0,1
62,gato,alto,1,amigo,4.0,2489.0,1
59,gato,bajo,0,familia,4.3,72.0,0
64,ambos,alto,1,familia,2.8,2176.0,1
30,ambos,bajo,0,amigo,2.4,1708.0,0
39,perro,alto,1,solo,2.2,1845.0,1
38,ambos,medio,0,solo,2.5,1365.0,1
39,perro,medio,1,solo,0.9,,0
45,ambos,medio,0,amigo,2.3,2974.0,0
26,ambos,bajo,1,amigo,2.4,1688.0,0
43,perro,alto,1,solo,2.8,2676.0,1
26,ambos,bajo,1,solo,3.1,1436.0,1
32,perro,medio,0,solo,3.4,2531.0,1
27,gato,medio,1,familia,3.0,2001.0,1
41,gato,alto,0,amigo,2.4,2246.0,1
59,gato,bajo,1,amigo,1.0,2005.0,1
25,ambos,medio,0,solo,2.4,2449.0,1
41,gato,medio,1,amigo,2.0,203.0,1
33,gato,alto,0,solo,3.5,1006.0,0
43,ambos,bajo,0,amigo,3.9,2292.0,1
44,ambos,bajo,0,solo,3.9,,1
54,perro,bajo,1,solo,3.8,1629.0,1
21,ambos,alto,0,solo,2.9,1962.0,1
41,perro,bajo,1,solo,2.5,1420.0,0
36,ambos,medio,1,familia,2.3,1516.0,0
53,perro,bajo,1,solo,1.5,2190.0,0
56,perro,alto,1,solo,4.0,2707.0,1
27,gato,alto,0,amigo,2.8,1329.0,1
42,gato,medio,1,familia,1.8,1597.0,1
35,perro,medio,0,solo,2.2,1488.0,0
36,perro,bajo,1,familia,2.1,305.0,0
53,gato,bajo,0,familia,3.0,2099.0,0
27,ambos,bajo,1,solo,4.1,,1
